Zip Code	City	COUNTY
33187	Miami	MIAMI-DADE
33188	Miami	MIAMI-DADE
33189	Miami	MIAMI-DADE
33190	Miami	MIAMI-DADE
33193	Miami	MIAMI-DADE
33194	Miami	MIAMI-DADE
33195	Miami	MIAMI-DADE
33196	Miami	MIAMI-DADE
33197	Miami	MIAMI-DADE
33199	Miami	MIAMI-DADE
33231	Miami	MIAMI-DADE
33233	Miami	MIAMI-DADE
33234	Miami	MIAMI-DADE
33238	Miami	MIAMI-DADE
33239	Miami Beach	MIAMI-DADE
33242	Miami	MIAMI-DADE
33243	Miami	MIAMI-DADE
33245	Miami	MIAMI-DADE
33247	Miami	MIAMI-DADE
33255	Miami	MIAMI-DADE
33256	Miami	MIAMI-DADE
33257	Miami	MIAMI-DADE
33261	Miami	MIAMI-DADE
33265	Miami	MIAMI-DADE
33266	Miami	MIAMI-DADE
33269	Miami	MIAMI-DADE
33280	Miami	MIAMI-DADE
33283	Miami	MIAMI-DADE
33296	Miami	MIAMI-DADE
33299	Miami	MIAMI-DADE
34141	Ochopee	MIAMI-DADE
33001	Long Key	MONROE
33036	Islamorada	MONROE
33037	Key Largo	MONROE
33040	Key West	MONROE
33041	Key West	MONROE
33042	Summerland Key	MONROE
33043	Big Pine Key	MONROE
33045	Key West	MONROE
33050	Marathon	MONROE
33051	Key Colony Beach	MONROE
33052	Marathon Shores	MONROE
33070	Tavernier	MONROE
32009	Bryceville	NASSAU
32011	Callahan	NASSAU
32034	Fernandina Beach	NASSAU
32035	Fernandina Beach	NASSAU
32041	Yulee	NASSAU
32046	Hilliard	NASSAU
32097	Yulee	NASSAU
32531	Baker	OKALOOSA
32536	Crestview	OKALOOSA
32537	Milligan	OKALOOSA
32539	Crestview	OKALOOSA
32540	Destin	OKALOOSA
32541	Destin	OKALOOSA
32542	Eglin Afb	OKALOOSA
32544	Hurlburt Field	OKALOOSA
32547	Fort Walton Beach	OKALOOSA
32548	Fort Walton Beach	OKALOOSA
32549	Fort Walton Beach	OKALOOSA
32564	Holt	OKALOOSA
32567	Laurel Hill	OKALOOSA
32569	Mary Esther	OKALOOSA
32578	Niceville	OKALOOSA
32579	Shalimar	OKALOOSA
32580	Valparaiso	OKALOOSA
32588	Niceville	OKALOOSA
34972	Okeechobee	OKEECHOBEE
34973	Okeechobee	OKEECHOBEE
34974	Okeechobee	OKEECHOBEE
32703	Apopka	ORANGE
32704	Apopka	ORANGE
32709	Christmas	ORANGE
32710	Clarcona	ORANGE
32712	Apopka	ORANGE
32751	Maitland	ORANGE
32768	Plymouth	ORANGE
32777	Tangerine	ORANGE
32789	Winter Park	ORANGE
32790	Winter Park	ORANGE
32792	Winter Park	ORANGE
32793	Winter Park	ORANGE
32794	Maitland	ORANGE
32798	Zellwood	ORANGE
32801	Orlando	ORANGE
32802	Orlando	ORANGE
32803	Orlando	ORANGE
32804	Orlando	ORANGE
32805	Orlando	ORANGE
32806	Orlando	ORANGE
32807	Orlando	ORANGE
32808	Orlando	ORANGE
32809	Orlando	ORANGE
32810	Orlando	ORANGE
32811	Orlando	ORANGE
32812	Orlando	ORANGE
32814	Orlando	ORANGE
32816	Orlando	ORANGE
32817	Orlando	ORANGE
32818	Orlando	ORANGE
32819	Orlando	ORANGE
32820	Orlando	ORANGE
32821	Orlando	ORANGE
32822	Orlando	ORANGE
32824	Orlando	ORANGE
32825	Orlando	ORANGE
32826	Orlando	ORANGE
32827	Orlando	ORANGE
32828	Orlando	ORANGE
32829	Orlando	ORANGE
32830	Orlando	ORANGE
32831	Orlando	ORANGE
32832	Orlando	ORANGE
32833	Orlando	ORANGE
32834	Orlando	ORANGE
32835	Orlando	ORANGE
32836	Orlando	ORANGE
32837	Orlando	ORANGE
32839	Orlando	ORANGE
32853	Orlando	ORANGE
32854	Orlando	ORANGE
32855	Orlando	ORANGE
32856	Orlando	ORANGE
32857	Orlando	ORANGE
32858	Orlando	ORANGE
32859	Orlando	ORANGE
32860	Orlando	ORANGE
32861	Orlando	ORANGE
32862	Orlando	ORANGE
32867	Orlando	ORANGE
32868	Orlando	ORANGE
32869	Orlando	ORANGE
32872	Orlando	ORANGE
32877	Orlando	ORANGE
32878	Orlando	ORANGE
32885	Orlando	ORANGE
32886	Orlando	ORANGE
32887	Orlando	ORANGE
32890	Orlando	ORANGE
32891	Orlando	ORANGE
32893	Orlando	ORANGE
32896	Orlando	ORANGE
32897	Orlando	ORANGE
32898	Orlando	ORANGE
34734	Gotha	ORANGE
34740	Killarney	ORANGE
34760	Oakland	ORANGE
34761	Ocoee	ORANGE
34777	Winter Garden	ORANGE
34778	Winter Garden	ORANGE
34786	Windermere	ORANGE
34787	Winter Garden	ORANGE
33848	Intercession City	OSCEOLA
34739	Kenansville	OSCEOLA
34741	Kissimmee	OSCEOLA
34742	Kissimmee	OSCEOLA
34743	Kissimmee	OSCEOLA
34744	Kissimmee	OSCEOLA
34745	Kissimmee	OSCEOLA
34746	Kissimmee	OSCEOLA
34747	Kissimmee	OSCEOLA
34758	Kissimmee	OSCEOLA
34769	Saint Cloud	OSCEOLA
34770	Saint Cloud	OSCEOLA
34771	Saint Cloud	OSCEOLA
34772	Saint Cloud	OSCEOLA
34773	Saint Cloud	OSCEOLA
33401	West Palm Beach	PALM BEACH
33402	West Palm Beach	PALM BEACH
33403	West Palm Beach	PALM BEACH
33404	West Palm Beach	PALM BEACH
33405	West Palm Beach	PALM BEACH
33406	West Palm Beach	PALM BEACH
33407	West Palm Beach	PALM BEACH
33408	North Palm Beach	PALM BEACH
33409	West Palm Beach	PALM BEACH
33410	Palm Beach Gardens	PALM BEACH
33411	West Palm Beach	PALM BEACH
33412	West Palm Beach	PALM BEACH
33413	West Palm Beach	PALM BEACH
33414	West Palm Beach	PALM BEACH
33415	West Palm Beach	PALM BEACH
33416	West Palm Beach	PALM BEACH
33417	West Palm Beach	PALM BEACH
33418	Palm Beach Gardens	PALM BEACH
33419	West Palm Beach	PALM BEACH
33420	West Palm Beach	PALM BEACH
33421	West Palm Beach	PALM BEACH
33422	West Palm Beach	PALM BEACH
33424	Boynton Beach	PALM BEACH
33425	Boynton Beach	PALM BEACH
33426	Boynton Beach	PALM BEACH
33427	Boca Raton	PALM BEACH
33428	Boca Raton	PALM BEACH
33429	Boca Raton	PALM BEACH
33430	Belle Glade	PALM BEACH
33431	Boca Raton	PALM BEACH
33432	Boca Raton	PALM BEACH
33433	Boca Raton	PALM BEACH
33434	Boca Raton	PALM BEACH
33435	Boynton Beach	PALM BEACH
33436	Boynton Beach	PALM BEACH
33437	Boynton Beach	PALM BEACH
33438	Canal Point	PALM BEACH
33439	Bryant	PALM BEACH
33444	Delray Beach	PALM BEACH
33445	Delray Beach	PALM BEACH
33446	Delray Beach	PALM BEACH
33447	Delray Beach	PALM BEACH
33448	Delray Beach	PALM BEACH
33454	Lake Worth	PALM BEACH
33458	Jupiter	PALM BEACH
33459	Lake Harbor	PALM BEACH
33460	Lake Worth	PALM BEACH
33461	Lake Worth	PALM BEACH
33462	Lake Worth	PALM BEACH
33463	Lake Worth	PALM BEACH
33464	Boca Raton	PALM BEACH
33465	Lake Worth	PALM BEACH
33466	Lake Worth	PALM BEACH
33467	Lake Worth	PALM BEACH
33468	Jupiter	PALM BEACH
33469	Jupiter	PALM BEACH
33470	Loxahatchee	PALM BEACH
33474	Boynton Beach	PALM BEACH
33476	Pahokee	PALM BEACH
33477	Jupiter	PALM BEACH
33478	Jupiter	PALM BEACH
33480	Palm Beach	PALM BEACH
33481	Boca Raton	PALM BEACH
33482	Delray Beach	PALM BEACH
33483	Delray Beach	PALM BEACH
33484	Delray Beach	PALM BEACH
33486	Boca Raton	PALM BEACH
33487	Boca Raton	PALM BEACH
33488	Boca Raton	PALM BEACH
33493	South Bay	PALM BEACH
33496	Boca Raton	PALM BEACH
33497	Boca Raton	PALM BEACH
33498	Boca Raton	PALM BEACH
33499	Boca Raton	PALM BEACH
33523	Dade City	PASCO
33524	Crystal Springs	PASCO
33525	Dade City	PASCO
33526	Dade City	PASCO
33537	Lacoochee	PASCO
33539	Zephyrhills	PASCO
33540	Zephyrhills	PASCO
33541	Zephyrhills	PASCO
33542	Zephyrhills	PASCO
33543	Wesley Chapel	PASCO
33544	Wesley Chapel	PASCO
33574	Saint Leo	PASCO
33576	San Antonio	PASCO
33593	Trilby	PASCO
34610	Spring Hill	PASCO
34637	Land O Lakes	PASCO
34638	Land O Lakes	PASCO
34639	Land O Lakes	PASCO
34652	New Port Richey	PASCO
34653	New Port Richey	PASCO
34654	New Port Richey	PASCO
34655	New Port Richey	PASCO
34656	New Port Richey	PASCO
34667	Hudson	PASCO
34668	Port Richey	PASCO
34669	Hudson	PASCO
34673	Port Richey	PASCO
34674	Hudson	PASCO
34679	Aripeka	PASCO
34680	Elfers	PASCO
34690	Holiday	PASCO
34691	Holiday	PASCO
34692	Holiday	PASCO
33701	Saint Petersburg	PINELLAS
33702	Saint Petersburg	PINELLAS
33703	Saint Petersburg	PINELLAS
33704	Saint Petersburg	PINELLAS
33705	Saint Petersburg	PINELLAS
33706	Saint Petersburg	PINELLAS
33707	Saint Petersburg	PINELLAS
33708	Saint Petersburg	PINELLAS
33709	Saint Petersburg	PINELLAS
33710	Saint Petersburg	PINELLAS
33711	Saint Petersburg	PINELLAS
33712	Saint Petersburg	PINELLAS
33713	Saint Petersburg	PINELLAS
33714	Saint Petersburg	PINELLAS
33715	Saint Petersburg	PINELLAS
33716	Saint Petersburg	PINELLAS
33729	Saint Petersburg	PINELLAS
33730	Saint Petersburg	PINELLAS
33731	Saint Petersburg	PINELLAS
33732	Saint Petersburg	PINELLAS
33733	Saint Petersburg	PINELLAS
33734	Saint Petersburg	PINELLAS
33736	Saint Petersburg	PINELLAS
33737	Saint Petersburg	PINELLAS
33738	Saint Petersburg	PINELLAS
33740	Saint Petersburg	PINELLAS
33741	Saint Petersburg	PINELLAS
33742	Saint Petersburg	PINELLAS
33743	Saint Petersburg	PINELLAS
33744	Bay Pines	PINELLAS
33747	Saint Petersburg	PINELLAS
33755	Clearwater	PINELLAS
33756	Clearwater	PINELLAS
33757	Clearwater	PINELLAS
33758	Clearwater	PINELLAS
33759	Clearwater	PINELLAS
33760	Clearwater	PINELLAS
33761	Clearwater	PINELLAS
33762	Clearwater	PINELLAS
33763	Clearwater	PINELLAS
33764	Clearwater	PINELLAS
33765	Clearwater	PINELLAS
33766	Clearwater	PINELLAS
33767	Clearwater Beach	PINELLAS
33769	Clearwater	PINELLAS
33770	Largo	PINELLAS
33771	Largo	PINELLAS
33772	Seminole	PINELLAS
33773	Largo	PINELLAS
33774	Largo	PINELLAS
33775	Seminole	PINELLAS
33776	Seminole	PINELLAS
33777	Seminole	PINELLAS
33778	Largo	PINELLAS
33779	Largo	PINELLAS
33780	Pinellas Park	PINELLAS
33781	Pinellas Park	PINELLAS
33782	Pinellas Park	PINELLAS
33784	Saint Petersburg	PINELLAS
33785	Indian Rocks Beach	PINELLAS
33786	Belleair Beach	PINELLAS
34660	Ozona	PINELLAS
34677	Oldsmar	PINELLAS
34681	Crystal Beach	PINELLAS
34682	Palm Harbor	PINELLAS
34683	Palm Harbor	PINELLAS
34684	Palm Harbor	PINELLAS
34685	Palm Harbor	PINELLAS
34688	Tarpon Springs	PINELLAS
34689	Tarpon Springs	PINELLAS
34695	Safety Harbor	PINELLAS
34697	Dunedin	PINELLAS
34698	Dunedin	PINELLAS
33801	Lakeland	POLK
33802	Lakeland	POLK
33803	Lakeland	POLK
33804	Lakeland	POLK
33805	Lakeland	POLK
33806	Lakeland	POLK
33807	Lakeland	POLK
33809	Lakeland	POLK
33810	Lakeland	POLK
33811	Lakeland	POLK
33812	Lakeland	POLK
33813	Lakeland	POLK
33815	Lakeland	POLK
33820	Alturas	POLK
33823	Auburndale	POLK
33827	Babson Park	POLK
33830	Bartow	POLK
33831	Bartow	POLK
33835	Bradley	POLK
33836	Davenport	POLK
33837	Davenport	POLK
33838	Dundee	POLK
33839	Eagle Lake	POLK
33840	Eaton Park	POLK
33841	Fort Meade	POLK
33843	Frostproof	POLK
33844	Haines City	POLK
33845	Haines City	POLK
33846	Highland City	POLK
33847	Homeland	POLK
33849	Kathleen	POLK
33850	Lake Alfred	POLK
33851	Lake Hamilton	POLK
33853	Lake Wales	POLK
33854	Fedhaven	POLK
33855	Indian Lake Estates	POLK
33856	Nalcrest	POLK
33858	Loughman	POLK
33859	Lake Wales	POLK
33860	Mulberry	POLK
33863	Nichols	POLK
33867	River Ranch	POLK
33868	Polk City	POLK
33877	Waverly	POLK
33880	Winter Haven	POLK
33881	Winter Haven	POLK
33882	Winter Haven	POLK
33883	Winter Haven	POLK
33884	Winter Haven	POLK
33885	Winter Haven	POLK
33888	Winter Haven	POLK
33896	Davenport	POLK
33897	Davenport	POLK
33898	Lake Wales	POLK
34759	Kissimmee	POLK
32007	Bostwick	PUTNAM
32112	Crescent City	PUTNAM
32131	East Palatka	PUTNAM
32138	Grandin	PUTNAM
32139	Georgetown	PUTNAM
32140	Florahome	PUTNAM
32147	Hollister	PUTNAM
32148	Interlachen	PUTNAM
32149	Edgar	PUTNAM
32157	Lake Como	PUTNAM
32177	Palatka	PUTNAM
32178	Palatka	PUTNAM
32181	Pomona Park	PUTNAM
32185	Putnam Hall	PUTNAM
32187	San Mateo	PUTNAM
32189	Satsuma	PUTNAM
32193	Welaka	PUTNAM
32666	Melrose	PUTNAM
32004	Ponte Vedra Beach	ST JOHNS
32033	Elkton	ST JOHNS
32080	Saint Augustine	ST JOHNS
32081	Ponte Vedra	ST JOHNS
32082	Ponte Vedra Beach	ST JOHNS
32084	Saint Augustine	ST JOHNS
32085	Saint Augustine	ST JOHNS
32086	Saint Augustine	ST JOHNS
32092	Saint Augustine	ST JOHNS
32095	Saint Augustine	ST JOHNS
32145	Hastings	ST JOHNS
32259	Saint Johns	ST JOHNS
32260	Jacksonville	ST JOHNS
34945	Fort Pierce	ST LUCIE
34946	Fort Pierce	ST LUCIE
34947	Fort Pierce	ST LUCIE
34948	Fort Pierce	ST LUCIE
34949	Fort Pierce	ST LUCIE
34950	Fort Pierce	ST LUCIE
34951	Fort Pierce	ST LUCIE
34952	Port Saint Lucie	ST LUCIE
34953	Port Saint Lucie	ST LUCIE
34954	Fort Pierce	ST LUCIE
34979	Fort Pierce	ST LUCIE
34981	Fort Pierce	ST LUCIE
34982	Fort Pierce	ST LUCIE
34983	Port Saint Lucie	ST LUCIE
34984	Port Saint Lucie	ST LUCIE
34985	Port Saint Lucie	ST LUCIE
34986	Port Saint Lucie	ST LUCIE
34987	Port Saint Lucie	ST LUCIE
34988	Port Saint Lucie	ST LUCIE
32530	Bagdad	SANTA ROSA
32561	Gulf Breeze	SANTA ROSA
32562	Gulf Breeze	SANTA ROSA
32563	Gulf Breeze	SANTA ROSA
32565	Jay	SANTA ROSA
32566	Navarre	SANTA ROSA
32570	Milton	SANTA ROSA
32571	Milton	SANTA ROSA
32572	Milton	SANTA ROSA
32583	Milton	SANTA ROSA
34223	Englewood	SARASOTA
34229	Osprey	SARASOTA
34230	Sarasota	SARASOTA
34231	Sarasota	SARASOTA
34232	Sarasota	SARASOTA
34233	Sarasota	SARASOTA
34234	Sarasota	SARASOTA
34235	Sarasota	SARASOTA
34236	Sarasota	SARASOTA
34237	Sarasota	SARASOTA
34238	Sarasota	SARASOTA
34239	Sarasota	SARASOTA
34240	Sarasota	SARASOTA
34241	Sarasota	SARASOTA
34242	Sarasota	SARASOTA
34272	Laurel	SARASOTA
34274	Nokomis	SARASOTA
34275	Nokomis	SARASOTA
34276	Sarasota	SARASOTA
34277	Sarasota	SARASOTA
34278	Sarasota	SARASOTA
34284	Venice	SARASOTA
34285	Venice	SARASOTA
34286	North Port	SARASOTA
34287	North Port	SARASOTA
34288	North Port	SARASOTA
34289	North Port	SARASOTA
34292	Venice	SARASOTA
34293	Venice	SARASOTA
34295	Englewood	SARASOTA
32701	Altamonte Springs	SEMINOLE
32707	Casselberry	SEMINOLE
32708	Winter Springs	SEMINOLE
32714	Altamonte Springs	SEMINOLE
32715	Altamonte Springs	SEMINOLE
32716	Altamonte Springs	SEMINOLE
32718	Casselberry	SEMINOLE
32719	Winter Springs	SEMINOLE
32730	Casselberry	SEMINOLE
32732	Geneva	SEMINOLE
32733	Goldenrod	SEMINOLE
32745	Mid Florida	SEMINOLE
32746	Lake Mary	SEMINOLE
32747	Lake Monroe	SEMINOLE
32750	Longwood	SEMINOLE
32752	Longwood	SEMINOLE
32762	Oviedo	SEMINOLE
32765	Oviedo	SEMINOLE
32766	Oviedo	SEMINOLE
32771	Sanford	SEMINOLE
32772	Sanford	SEMINOLE
32773	Sanford	SEMINOLE
32779	Longwood	SEMINOLE
32791	Longwood	SEMINOLE
32795	Lake Mary	SEMINOLE
32799	Mid Florida	SEMINOLE
32162	Lady Lake	SUMTER
33513	Bushnell	SUMTER
33514	Center Hill	SUMTER
33521	Coleman	SUMTER
33538	Lake Panasoffkee	SUMTER
33585	Sumterville	SUMTER
33597	Webster	SUMTER
34484	Oxford	SUMTER
34785	Wildwood	SUMTER
32008	Branford	SUWANNEE
32060	Live Oak	SUWANNEE
32062	Mc Alpin	SUWANNEE
32064	Live Oak	SUWANNEE
32071	O Brien	SUWANNEE
32094	Wellborn	SUWANNEE
32347	Perry	TAYLOR
32348	Perry	TAYLOR
32356	Salem	TAYLOR
32357	Shady Grove	TAYLOR
32359	Steinhatchee	TAYLOR
32026	Raiford	UNION
32054	Lake Butler	UNION
32083	Raiford	UNION
32697	Worthington Springs	UNION
32105	Barberville	VOLUSIA
32114	Daytona Beach	VOLUSIA
32115	Daytona Beach	VOLUSIA
32116	Daytona Beach	VOLUSIA
32117	Daytona Beach	VOLUSIA
32118	Daytona Beach	VOLUSIA
32119	Daytona Beach	VOLUSIA
32120	Daytona Beach	VOLUSIA
32121	Daytona Beach	VOLUSIA
32122	Daytona Beach	VOLUSIA
32123	Port Orange	VOLUSIA
32124	Daytona Beach	VOLUSIA
32125	Daytona Beach	VOLUSIA
32126	Daytona Beach	VOLUSIA
32127	Port Orange	VOLUSIA
32128	Port Orange	VOLUSIA
32129	Port Orange	VOLUSIA
32130	De Leon Springs	VOLUSIA
32132	Edgewater	VOLUSIA
32141	Edgewater	VOLUSIA
32168	New Smyrna Beach	VOLUSIA
32169	New Smyrna Beach	VOLUSIA
32170	New Smyrna Beach	VOLUSIA
32173	Ormond Beach	VOLUSIA
32174	Ormond Beach	VOLUSIA
32175	Ormond Beach	VOLUSIA
32176	Ormond Beach	VOLUSIA
32180	Pierson	VOLUSIA
32190	Seville	VOLUSIA
32198	Daytona Beach	VOLUSIA
32706	Cassadaga	VOLUSIA
32713	Debary	VOLUSIA
32720	Deland	VOLUSIA
32721	Deland	VOLUSIA
32722	Glenwood	VOLUSIA
32723	Deland	VOLUSIA
32724	Deland	VOLUSIA
32725	Deltona	VOLUSIA
32728	Deltona	VOLUSIA
32738	Deltona	VOLUSIA
32739	Deltona	VOLUSIA
32744	Lake Helen	VOLUSIA
32753	Debary	VOLUSIA
32759	Oak Hill	VOLUSIA
32763	Orange City	VOLUSIA
32764	Osteen	VOLUSIA
32774	Orange City	VOLUSIA
32326	Crawfordville	WAKULLA
32327	Crawfordville	WAKULLA
32346	Panacea	WAKULLA
32355	Saint Marks	WAKULLA
32358	Sopchoppy	WAKULLA
32422	Argyle	WALTON
32433	Defuniak Springs	WALTON
32434	Mossy Head	WALTON
32435	Defuniak Springs	WALTON
32439	Freeport	WALTON
32454	Point Washington	WALTON
32455	Ponce De Leon	WALTON
32459	Santa Rosa Beach	WALTON
32461	Rosemary Beach	WALTON
32538	Paxton	WALTON
32550	Miramar Beach	WALTON
32427	Caryville	WASHINGTON
32428	Chipley	WASHINGTON
32437	Ebro	WASHINGTON
32462	Vernon	WASHINGTON
32463	Wausau	WASHINGTON
